Index,Upazila_or_Thana,District,Area_Zip_Code,Latitude,Longitude,Operator,Active_Network_Available,Network_Level,Satisfaction_Score,Real_Time_Experience
21730,Osmaninagar,Sylhet,3122,24.718244,91.74657,Teletalk,4G,Not Available,0,0.5
21731,Sylhet Sadar,Sylhet,3100,24.8917,91.8833,Teletalk,4G,Moderate,6,5.5
21732,Zakiganj,Sylhet,3190,24.8778,92.3722,Teletalk,4G,Not Available,0,0
21733,Gournadi,Barishal,8230,22.9736,90.2306,Teletalk,4G,Very Low,1,1
21734,Adabar,Dhaka,1207,23.7733,90.3548,Teletalk,4G,Good,10,7.5
21735,Uttar Khan,Dhaka,1230,23.8709,90.4327,Teletalk,4G,Good,10,8
21736,Uttara,Dhaka,1230,23.8759,90.3795,Teletalk,4G,Good,10,7.5
21737,Kadamtali,Dhaka,1362,23.69732,90.457698,Teletalk,4G,Good,10,8.5
21738,Kalabagan,Dhaka,1205,23.744,90.3872,Teletalk,4G,Good,10,8.5
21739,Kafrul,Dhaka,1206,23.7896,90.3913,Teletalk,4G,Good,10,9.5
21740,Kamrangirchar,Dhaka,1211,23.7182,90.3678,Teletalk,4G,Good,10,8.5
21741,Cantonment,Dhaka,1206,23.8245,90.4056,Teletalk,4G,Good,10,8
21742,Kotwali,Dhaka,1100,23.7107,90.409,Teletalk,4G,Good,10,8.5
21743,Khilkhet,Dhaka,1229,23.8281,90.4197,Teletalk,4G,Good,10,9
21744,Khilgaon,Dhaka,1219,23.7566,90.4644,Teletalk,4G,Good,10,9
21745,Gulshan,Dhaka,1212,23.7925,90.4078,Teletalk,4G,Good,10,9
21746,Gandaria,Dhaka,1204,23.702453,90.426069,Teletalk,4G,Good,10,7.5
21747,Chawkbazar,Dhaka,1211,23.7083,90.3916,Teletalk,4G,Good,10,9.5
21748,Demra,Dhaka,1360,23.7209,90.4833,Teletalk,4G,Good,10,8.5
21749,Turag,Dhaka,1230,23.8759,90.3701,Teletalk,4G,Good,10,8.5
21750,Tejgaon,Dhaka,1215,23.7598,90.3913,Teletalk,4G,Good,10,8.5
21751,Tejgaon Industrial Area,Dhaka,1208,23.7658,90.396,Teletalk,4G,Good,10,9
21752,Dakshinkhan,Dhaka,1230,23.8594,90.4268,Teletalk,4G,Moderate,6,7
21753,Darus Salam,Dhaka,1216,23.7833,90.3416,Teletalk,4G,Good,10,8
21754,Dhanmondi,Dhaka,1209,23.7461,90.3742,Teletalk,4G,Good,10,9.5
21755,New Market,Dhaka,1205,23.7331,90.3869,Teletalk,4G,Good,10,7.5
21756,Paltan,Dhaka,1000,23.733,90.3984,Teletalk,4G,Good,10,8.5
21757,Pallabi,Dhaka,1216,23.8283,90.3607,Teletalk,4G,Good,10,8.5
21758,Bangshal,Dhaka,1100,23.7181,90.4007,Teletalk,4G,Good,10,10
21759,Badda,Dhaka,1212,23.7805,90.4267,Teletalk,4G,Good,10,8
21760,Bimanbandar,Dhaka,1229,23.8333,90.4,Teletalk,4G,Good,10,9
21761,Motijheel,Dhaka,1222,23.733,90.4172,Teletalk,4G,Good,10,9.5
21762,Mirpur,Dhaka,1216,23.8223,90.3654,Teletalk,4G,Good,10,10
21763,Mohammadpur,Dhaka,1207,23.766,90.3586,Teletalk,4G,Good,10,8.5
21764,Jatrabari,Dhaka,1236,23.7103,90.4355,Teletalk,4G,Good,10,8.5
21765,Ramna,Dhaka,1217,23.733,90.3984,Teletalk,4G,Good,10,9.5
21766,Rampura,Dhaka,1219,23.7613,90.4435,Teletalk,4G,Good,10,9.5
21767,Lalbagh,Dhaka,1211,23.7182,90.3866,Teletalk,4G,Good,10,8.5
21768,Shah Ali,Dhaka,1229,23.8054,90.3489,Teletalk,4G,Good,10,9.5
21769,Shahbagh,Dhaka,1200,23.725,90.3916,Teletalk,4G,Good,10,9.5
21770,Sher-e-Bangla Nagar,Dhaka,1207,23.7717,90.3772,Teletalk,4G,Good,10,9
21771,Shyampur,Dhaka,1204,23.6853,90.4455,Teletalk,4G,Good,10,8.5
21772,Sabujbagh,Dhaka,1214,23.7333,90.4333,Teletalk,4G,Good,10,9.5
21773,Sutrapur,Dhaka,1203,23.7121,90.4196,Teletalk,4G,Good,10,8.5
21774,Hazaribagh,Dhaka,1205,23.7352,90.3691,Teletalk,4G,Good,10,8.5
21775,Banani,Dhaka,1213,23.79,90.4019,Teletalk,4G,Good,10,9
21776,Bhashantek,Dhaka,1206,23.806,90.3598,Teletalk,4G,Good,10,9.5
21777,Vatara,Dhaka,1229,23.7974,90.424,Teletalk,4G,Good,10,9.5
21778,Mugda,Dhaka,1214,23.7288,90.4334,Teletalk,4G,Good,10,9
21779,Rupnagar,Dhaka,1216,23.8173,90.3579,Teletalk,4G,Good,10,8
21780,Wari,Dhaka,1203,23.7149,90.4188,Teletalk,4G,Good,10,9.5
21781,Bayejid Bostami,Chittagong,4210,22.3794,91.8203,Teletalk,4G,Good,10,9
21782,Bakalia,Chittagong,4203,22.353,91.8562,Teletalk,4G,Good,10,8
21783,Chandgaon,Chittagong,4212,22.3888,91.8562,Teletalk,4G,Good,10,8
21784,Chittagong Bandar,Chittagong,4100,22.301,91.7833,Teletalk,4G,Good,10,9.5
21785,Double Mooring,Chittagong,4224,22.3297,91.8562,Teletalk,4G,Good,10,9
21786,Halishahar,Chittagong,4216,22.3181,91.7782,Teletalk,4G,Good,10,9
21787,Kotwali,Chittagong,4000,22.3414,91.827,Teletalk,4G,Good,10,9.5
21788,Khulshi,Chittagong,4202,22.3621,91.811,Teletalk,4G,Good,10,9
21789,Pahartali,Chittagong,4202,22.3658,91.7782,Teletalk,4G,Good,10,8.5
21790,Panchlaish,Chittagong,4203,22.3622,91.8343,Teletalk,4G,Good,10,8.5
21791,Patenga,Chittagong,4204,22.2391,91.8145,Teletalk,4G,Moderate,6,7
21792,Daulatpur,Khulna,9202,22.8634,89.6167,Teletalk,4G,Good,10,8
21793,Khalishpur,Khulna,9000,22.8491,89.5412,Teletalk,4G,Good,10,7.5
21794,Khan Jahan Ali,Khulna,9100,22.9142,89.5067,Teletalk,4G,Moderate,6,6.5
21795,Kotwali,Khulna,9000,22.7667,89.4333,Teletalk,4G,Moderate,6,7
21796,Sonadanga,Khulna,9100,22.8248,89.538,Teletalk,4G,Moderate,6,6.5
21797,Boalia,Rajshahi,6203,24.3695,88.6193,Teletalk,4G,Moderate,6,6.5
21798,Matihar,Rajshahi,6205,24.3668,88.6458,Teletalk,4G,Low,3,5
21799,Rajpara,Rajshahi,6201,24.3808,88.5614,Teletalk,4G,Moderate,6,5.5
21800,Shah Makhdum,Rajshahi,6000,24.4085,88.6088,Teletalk,4G,Moderate,6,7
21801,Kawkhali,Pirojpur,8510,22.625799,88.443123,Teletalk,3G/2G,Very Low,1,1
21802,Mathbaria,Pirojpur,8560,22.2869,89.9667,Teletalk,3G/2G,Not Available,0,0
21803,Nazirpur,Pirojpur,8540,22.77,89.98,Teletalk,3G/2G,Very Low,1,1
21804,Nesarabad,Pirojpur,8522,22.7472,90.1036,Teletalk,3G/2G,Very Low,1,1
21805,Pirojpur Sadar,Pirojpur,8500,22.5778,89.99,Teletalk,3G/2G,Low,3,2
21806,Zianagar,Pirojpur,8502,22.4858,89.9603,Teletalk,3G/2G,Very Low,1,1
21807,Akhaura,Brahmanbaria,3450,23.8833,91.2166,Teletalk,3G/2G,Low,3,3.5
21808,Ashuganj,Brahmanbaria,3402,24.0366,91.005,Teletalk,3G/2G,Low,3,2.5
21809,Brahmanbaria Sadar,Brahmanbaria,3400,23.9528,91.1167,Teletalk,3G/2G,Low,3,4
21810,Bancharampur,Brahmanbaria,3420,23.7778,90.8083,Teletalk,3G/2G,Very Low,1,1
21811,Bijoynagar,Brahmanbaria,3431,24.0211,91.2797,Teletalk,3G/2G,Very Low,1,1.5
21812,Kasba,Brahmanbaria,3460,23.7333,91.1667,Teletalk,3G/2G,Very Low,1,1.5
21813,Nabinagar,Brahmanbaria,3410,23.8833,90.9833,Teletalk,3G/2G,Very Low,1,1.5
21814,Nasirnagar,Brahmanbaria,3440,24.1065,91.195,Teletalk,3G/2G,Low,3,2
21815,Sarail,Brahmanbaria,3430,24.09247222,91.11977778,Teletalk,3G/2G,Very Low,1,1.5
21816,Alikadam,Bandarban,4650,21.6667,92.3056,Teletalk,3G/2G,Low,3,3
21817,Bandarban Sadar,Bandarban,4600,22.2333,92.1917,Teletalk,3G/2G,Low,3,3
21818,Lama,Bandarban,4640,21.775,92.2,Teletalk,3G/2G,Low,3,2.5
21819,Naikhongchhari,Bandarban,4660,21.4167,92.1833,Teletalk,3G/2G,Low,3,2
21820,Rowangchari,Bandarban,4610,22.1667,92.3333,Teletalk,3G/2G,Very Low,1,1
21821,Ruma,Bandarban,4620,22.05,92.4167,Teletalk,3G/2G,Very Low,1,1
21822,Thanchi,Bandarban,4630,21.7861,92.4278,Teletalk,3G/2G,Very Low,1,1
21823,Chandpur Sadar,Chandpur,3600,23.2139,90.6361,Teletalk,3G/2G,Low,3,3
21824,Faridganj,Chandpur,3650,23.125,90.7486,Teletalk,3G/2G,Very Low,1,1.5
21825,Haimchar,Chandpur,3660,23.0667,90.6375,Teletalk,3G/2G,Not Available,0,0
21826,Hajiganj,Chandpur,3610,23.25,90.85,Teletalk,3G/2G,Very Low,1,1.5
21827,Kachua,Chandpur,3630,23.35,90.8917,Teletalk,3G/2G,Very Low,1,1
21828,Matlab (Dakshin),Chandpur,3640,23.35,90.7083,Teletalk,3G/2G,Low,3,2
21829,Matlab (Uttar),Chandpur,3600,23.45,90.63,Teletalk,3G/2G,Very Low,1,0.5
21830,Shahrasti,Chandpur,3620,23.2222,90.95,Teletalk,3G/2G,Very Low,1,1
21831,Anwara,Chittagong,4376,22.2167,91.9111,Teletalk,3G/2G,Low,3,2
21832,Banskhali,Chittagong,4390,22.025,91.955,Teletalk,3G/2G,Low,3,2
21833,Boalkhali,Chittagong,4366,22.3778,91.9208,Teletalk,3G/2G,Low,3,2.5
21834,Chandanish,Chittagong,4380,22.2111,92.0417,Teletalk,3G/2G,Low,3,2.5
21835,Fatikchari,Chittagong,4350,22.75,91.74,Teletalk,3G/2G,Low,3,3
21836,Karnaphuli,Chittagong,4370,22.3,91.9,Teletalk,3G/2G,Low,3,3
21837,Lohagara,Chittagong,4396,22.0083,92.1056,Teletalk,3G/2G,Low,3,4
21838,Mirsharai,Chittagong,4320,22.7722,91.575,Teletalk,3G/2G,Low,3,2.5
21839,Patiya,Chittagong,4370,22.3,91.9833,Teletalk,3G/2G,Low,3,2
21840,Rangunia,Chittagong,4360,22.4667,92.0833,Teletalk,3G/2G,Low,3,3.5
21841,Raozan,Chittagong,4340,22.5333,91.9333,Teletalk,3G/2G,Low,3,5
21842,Sandwip,Chittagong,4300,22.4833,91.4417,Teletalk,3G/2G,Very Low,1,1.5
21843,Satkania,Chittagong,4386,22.08833333,92.085,Teletalk,3G/2G,Low,3,3
21844,Sitakunda,Chittagong,4310,22.61666667,91.66166667,Teletalk,3G/2G,Low,3,3
21845,Chakoria,Cox'S Bazar,4741,21.7861,92.0778,Teletalk,3G/2G,Low,3,5
21846,Cox's Bazar Sadar,Cox'S Bazar,4700,21.45,91.9833,Teletalk,3G/2G,Low,3,3.5
21847,Kutubdia,Cox'S Bazar,4720,21.8167,91.8583,Teletalk,3G/2G,Very Low,1,1
21848,Moheshkhali,Cox'S Bazar,4710,21.55,91.95,Teletalk,3G/2G,Very Low,1,1
21849,Pekua,Cox'S Bazar,4740,21.825,91.975,Teletalk,3G/2G,Very Low,1,1.5
21850,Ramu,Cox'S Bazar,4730,21.45833333,92.1,Teletalk,3G/2G,Low,3,3
21851,Teknaf,Cox'S Bazar,4760,20.8667,92.3,Teletalk,3G/2G,Low,3,3
21852,Ukhiya,Cox'S Bazar,4750,21.22,92.12,Teletalk,3G/2G,Low,3,3
21853,Barura,Cumilla,3560,23.375,91.0583,Teletalk,3G/2G,Low,3,2
21854,Brahmanpara,Cumilla,3526,23.6167,91.1083,Teletalk,3G/2G,Low,3,2.5
21855,Burichong,Cumilla,3520,23.55,91.12666667,Teletalk,3G/2G,Low,3,2
21856,Chandina,Cumilla,3510,23.4833,91.0083,Teletalk,3G/2G,Low,3,3
21857,Chauddagram,Cumilla,3550,23.22,91.3,Teletalk,3G/2G,Low,3,2
21858,Cumilla Sadar,Cumilla,3500,23.4583,91.1833,Teletalk,3G/2G,Low,3,4
21859,Cumilla Sadar Daksin,Cumilla,3500,23.3667,91.2,Teletalk,3G/2G,Low,3,3
21860,Daudkandi,Cumilla,3516,23.5333,90.7167,Teletalk,3G/2G,Low,3,4
21861,Debidwar,Cumilla,3530,23.6,90.9917,Teletalk,3G/2G,Low,3,2
21862,Homna,Cumilla,3546,23.6833,90.7917,Teletalk,3G/2G,Very Low,1,1.5
21863,Laksham,Cumilla,3570,23.24666667,91.12833333,Teletalk,3G/2G,Low,3,2
21864,Lalmai,Cumilla,3560,23.36002,91.15254,Teletalk,3G/2G,Low,3,2
21865,Meghna,Cumilla,3515,23.627,90.7037,Teletalk,3G/2G,Low,3,2
21866,Monohorganj,Cumilla,3623,23.1667,91.0667,Teletalk,3G/2G,Very Low,1,1.5
21867,Muradnagar,Cumilla,3540,23.6385,90.9325,Teletalk,3G/2G,Very Low,1,1
21868,Nangalkot,Cumilla,3580,23.13,91.22,Teletalk,3G/2G,Not Available,0,0
21869,Titas,Cumilla,3546,23.6,90.7667,Teletalk,3G/2G,Not Available,0,0
21870,Chhagalniya,Feni,3910,23.0361,91.5194,Teletalk,3G/2G,Low,3,3
21871,Daganbhuiyan,Feni,3920,22.9375,91.3042,Teletalk,3G/2G,Low,3,3
21872,Amtali,Barguna,8710,22.1294,90.2289,Teletalk,3G/2G,Low,3,2
21873,Bamna,Barguna,8730,22.3014,90.1,Teletalk,3G/2G,Very Low,1,1
21874,Barguna Sadar,Barguna,8700,22.1508,90.1264,Teletalk,3G/2G,Low,3,3
21875,Betagi,Barguna,8740,22.4167,90.1681,Teletalk,3G/2G,Very Low,1,1
21876,Patharghata,Barguna,8720,22.03333333,89.96666667,Teletalk,3G/2G,Very Low,1,1
21877,Taltali,Barguna,8720,22.00146,90.00295,Teletalk,3G/2G,Very Low,1,1
21878,Agailjhara,Barishal,8240,22.9667,90.15,Teletalk,3G/2G,Low,3,2
21879,Babuganj,Barishal,8210,22.8319,90.3222,Teletalk,3G/2G,Very Low,1,1.5
21880,Bakerganj,Barishal,8280,22.55,90.3389,Teletalk,3G/2G,Very Low,1,1
21881,Banaripara,Barishal,8530,22.7819,90.1667,Teletalk,3G/2G,Very Low,1,1
21882,Barishal Sadar,Barishal,8200,22.7,90.3667,Teletalk,3G/2G,Moderate,6,5.5
21883,Hizla,Barishal,8260,22.9,90.5083,Teletalk,3G/2G,Not Available,0,0
21884,Mehendiganj,Barishal,8270,22.8319,90.5333,Teletalk,3G/2G,Not Available,0,0
21885,Muladi,Barishal,8250,22.915,90.415,Teletalk,3G/2G,Very Low,1,1
21886,Uzirpur,Barishal,8220,22.8111,90.2444,Teletalk,3G/2G,Very Low,1,1.5
21887,Bhola-S,Bhola,8300,22.6903,90.6525,Teletalk,3G/2G,Low,3,2.5
21888,Borhanuddin,Bhola,8320,22.5,90.7217,Teletalk,3G/2G,Low,3,2
21889,Charfassion,Bhola,8340,22.1847,90.7625,Teletalk,3G/2G,Very Low,1,1
21890,Daulatkhan,Bhola,8310,22.6069,90.7358,Teletalk,3G/2G,Not Available,0,0
21891,Lalmohan,Bhola,8330,22.3211,90.7472,Teletalk,3G/2G,Very Low,1,1
21892,Monpura,Bhola,8360,22.2986,90.9792,Teletalk,3G/2G,Not Available,0,0
21893,Tazumuddin,Bhola,8350,22.4167,90.8486,Teletalk,3G/2G,Not Available,0,0
21894,Jhalokathi Sadar,Jhalokathi,8400,22.6406,90.19868,Teletalk,3G/2G,Low,3,2
21895,Kathalia,Jhalokathi,8430,22.4,90.125,Teletalk,3G/2G,Very Low,1,1
21896,Nalchity,Jhalokathi,8420,22.6222,90.2708,Teletalk,3G/2G,Very Low,1,1.5
21897,Rajapur,Jhalokathi,8410,22.5667,90.1417,Teletalk,3G/2G,Very Low,1,0.5
21898,Bauphal,Patuakhali,8620,22.45,90.53,Teletalk,3G/2G,Very Low,1,0.5
21899,Dashmina,Patuakhali,8630,22.2833,90.5903,Teletalk,3G/2G,Not Available,0,0
21900,Dumki,Patuakhali,8602,22.43333333,90.36666667,Teletalk,3G/2G,Very Low,1,1
21901,Galachipa,Patuakhali,8640,22.1639,90.4306,Teletalk,3G/2G,Not Available,0,0
21902,Kalapara,Patuakhali,8650,21.9861,90.2422,Teletalk,3G/2G,Very Low,1,1.5
21903,Mirzaganj,Patuakhali,8610,22.36,90.22,Teletalk,3G/2G,Not Available,0,0
21904,Patuakhali Sadar,Patuakhali,8600,22.3542,90.3181,Teletalk,3G/2G,Low,3,2
21905,Rangabali,Patuakhali,8640,21.9333,90.4333,Teletalk,3G/2G,Not Available,0,0
21906,Bhandaria,Pirojpur,8550,22.4889,90.0733,Teletalk,3G/2G,Very Low,1,0.5
21907,Hathazari,Chittagong,4330,22.51666667,91.8,Teletalk,3G/2G,Low,3,4
21908,Feni Sadar,Feni,3900,23.0167,91.3917,Teletalk,3G/2G,Low,3,3
21909,Fulgazi,Feni,3942,23.13333333,91.43333333,Teletalk,3G/2G,Very Low,1,1
21910,Porshuram,Feni,3940,23.21666667,91.44166667,Teletalk,3G/2G,Very Low,1,0.5
21911,Sonagazi,Feni,3930,22.85,91.3917,Teletalk,3G/2G,Very Low,1,1
21912,Dighinala,Khagrachari,4420,23.2583,92.0583,Teletalk,3G/2G,Very Low,1,1.5
21913,Guimara,Khagrachari,4440,22.9604,91.8695,Teletalk,3G/2G,Not Available,0,0
21914,Khagrachari Sadar,Khagrachari,4400,23.0417,91.9944,Teletalk,3G/2G,Low,3,2
21915,Laxmichari,Khagrachari,4470,22.81,91.94,Teletalk,3G/2G,Not Available,0,0
21916,Mahalchari,Khagrachari,4430,22.92,92.025,Teletalk,3G/2G,Not Available,0,0
21917,Manikchari,Khagrachari,4460,22.8347,91.8361,Teletalk,3G/2G,Not Available,0,0
21918,Matiranga,Khagrachari,4450,23.0417,91.875,Teletalk,3G/2G,Very Low,1,0.5
21919,Panchari,Khagrachari,4410,23.3,91.88,Teletalk,3G/2G,Very Low,1,0.5
21920,Ramgarh,Khagrachari,4440,22.9667,91.7,Teletalk,3G/2G,Very Low,1,1
21921,Komol Nagar, Laxmipur,3731,22.73,90.88,Teletalk,3G/2G,Not Available,0,0
21922, Laxmipur Sadar, Laxmipur,3700,22.95,90.825,Teletalk,3G/2G,Low,3,3
21923,Raipur, Laxmipur,3710,23.0333,90.775,Teletalk,3G/2G,Very Low,1,1
21924,Ramganj, Laxmipur,3720,23.105,90.875,Teletalk,3G/2G,Very Low,1,1
21925,Ramgati, Laxmipur,3730,22.72,90.89,Teletalk,3G/2G,Not Available,0,0
21926,Begumganj,Noakhali,3820,22.95,91.1,Teletalk,3G/2G,Low,3,2
21927,Chatkhil,Noakhali,3870,23.05,90.9583,Teletalk,3G/2G,Low,3,2
21928,Companiganj,Noakhali,3851,22.875,91.2833,Teletalk,3G/2G,Very Low,1,0.5
21929,Hatiya,Noakhali,3890,22.3667,91.125,Teletalk,3G/2G,Not Available,0,0
21930,Kabir Hat,Noakhali,3807,22.8333,91.2,Teletalk,3G/2G,Not Available,0,0
21931,Noakhali Sadar,Noakhali,3806,22.8256,91.1014,Teletalk,3G/2G,Low,3,3
21932,Senbag,Noakhali,3860,23,91.23,Teletalk,3G/2G,Very Low,1,1
21933,Sonaimuri,Noakhali,3827,23.03833333,91.10833333,Teletalk,3G/2G,Very Low,1,1.5
21934,Subarna Char,Noakhali,3812,22.6833,91.11,Teletalk,3G/2G,Not Available,0,0
21935,Baghaichari,Rangamati,4590,23.15,92.1917,Teletalk,3G/2G,Not Available,0,0
21936,Barkal,Rangamati,4570,22.7333,92.3583,Teletalk,3G/2G,Not Available,0,0
21937,Belaichari,Rangamati,4550,22.4667,92.375,Teletalk,3G/2G,Not Available,0,0
21938,Juraichari,Rangamati,4560,22.6667,92.3833,Teletalk,3G/2G,Not Available,0,0
21939,Kaptai,Rangamati,4530,22.5,92.2167,Teletalk,3G/2G,Very Low,1,1
21940,Kaukhali,Rangamati,4510,22.5333,92.0167,Teletalk,3G/2G,Very Low,1,0
21941,Langadu,Rangamati,4580,22.95,92.15,Teletalk,3G/2G,Very Low,1,2
21942,Nanniarchar,Rangamati,4520,22.8583,92.1167,Teletalk,3G/2G,Very Low,1,1
21943,Rajosthali,Rangamati,4540,22.3833,92.2417,Teletalk,3G/2G,Very Low,1,1
21944,Rangamati Sadar,Rangamati,4500,22.65,92.1833,Teletalk,3G/2G,Low,3,3
21945,Dhamrai,Dhaka,1350,23.90833333,90.21666667,Teletalk,3G/2G,Low,3,2
21946,Dohar,Dhaka,1330,23.5958,90.1222,Teletalk,3G/2G,Low,3,2.5
21947,Keraniganj,Dhaka,1310,23.68333333,90.33333333,Teletalk,3G/2G,Low,3,4
21948,Nawabganj,Dhaka,1320,23.6667,90.1667,Teletalk,3G/2G,Low,3,2.5
21949,Savar,Dhaka,1340,23.88,90.28,Teletalk,3G/2G,Moderate,6,5.5
21950,Alfadanga,Faridpur,7870,23.2833,89.7167,Teletalk,3G/2G,Very Low,1,1
21951,Bhanga,Faridpur,7830,23.3833,89.9833,Teletalk,3G/2G,Very Low,1,1.5
21952,Boalmari,Faridpur,7860,23.3917,89.6833,Teletalk,3G/2G,Very Low,1,1
21953,Charbhadrasan,Faridpur,7810,23.55833,90.08333,Teletalk,3G/2G,Very Low,1,1
21954,Faridpur Sadar,Faridpur,7800,23.5958,89.8306,Teletalk,3G/2G,Low,3,2.5
21955,Madhukhali,Faridpur,7850,23.5417,89.6306,Teletalk,3G/2G,Very Low,1,1
21956,Nagarkanda,Faridpur,7840,23.4153,89.8917,Teletalk,3G/2G,Very Low,1,1
21957,Sadarpur,Faridpur,7820,23.4764,90.0333,Teletalk,3G/2G,Very Low,1,1
21958,Saltha,Faridpur,7861,23.41,89.83,Teletalk,3G/2G,Not Available,0,0
21959,Gazipur Sadar,Gazipur,1700,24,90.425,Teletalk,3G/2G,Low,3,4.5
21960,Kaliakoir,Gazipur,1750,24.075,90.2167,Teletalk,3G/2G,Low,3,4.5
21961,Kaligonj,Gazipur,1720,23.925,90.5667,Teletalk,3G/2G,Low,3,3
21962,Kapasia,Gazipur,1730,24.15,90.61,Teletalk,3G/2G,Low,3,4
21963,Sreepur,Gazipur,1740,24.2,90.4667,Teletalk,3G/2G,Low,3,3
21964,Gopalganj Sadar,Gopalganj,8100,23.0167,89.8333,Teletalk,3G/2G,Low,3,3.5
21965,Kasiani,Gopalganj,8130,23.2167,89.7,Teletalk,3G/2G,Very Low,1,1
21966,Kotalipara,Gopalganj,8110,22.9833,89.9917,Teletalk,3G/2G,Low,3,3
21967,Muksudpur,Gopalganj,8140,23.3167,89.8667,Teletalk,3G/2G,Very Low,1,1
21968,Tungipara,Gopalganj,8120,22.9,89.8833,Teletalk,3G/2G,Low,3,2.5
21969,Austagram,Kishoreganj,2380,24.2667,91.125,Teletalk,3G/2G,Not Available,0,0
21970,Bajitpur,Kishoreganj,2336,24.2167,90.9583,Teletalk,3G/2G,Not Available,0,0
21971,Bhairab,Kishoreganj,2350,24.05,90.98333333,Teletalk,3G/2G,Very Low,1,1.5
21972,Hossainpur,Kishoreganj,2320,24.4167,90.65,Teletalk,3G/2G,Very Low,1,1
21973,Itna,Kishoreganj,2390,24.5333,91.0833,Teletalk,3G/2G,Very Low,1,2
21974,Karimganj,Kishoreganj,2310,24.4583,90.8833,Teletalk,3G/2G,Very Low,1,1
21975,Katiadi,Kishoreganj,2330,24.25,90.7917,Teletalk,3G/2G,Very Low,1,2
21976,Kishoreganj Sadar,Kishoreganj,2300,24.4333,90.7833,Teletalk,3G/2G,Low,3,3
21977,Kuliarchar,Kishoreganj,2340,24.155,90.9,Teletalk,3G/2G,Very Low,1,0.5
21978,Mithamoin,Kishoreganj,2370,24.425,91.045,Teletalk,3G/2G,Very Low,1,0.5
21979,Nikli,Kishoreganj,2360,24.3167,90.9333,Teletalk,3G/2G,Very Low,1,1
21980,Pakundia,Kishoreganj,2326,24.3333,90.6833,Teletalk,3G/2G,Very Low,1,1.5
21981,Tarail,Kishoreganj,2316,24.5375,90.875,Teletalk,3G/2G,Very Low,1,1
21982,Kalkini,Madaripur,7920,23.0667,90.2417,Teletalk,3G/2G,Low,3,4
21983,Madaripur Sadar,Madaripur,7900,23.1667,90.2083,Teletalk,3G/2G,Low,3,4
21984,Rajoir,Madaripur,7910,23.2083,90.0333,Teletalk,3G/2G,Very Low,1,1
21985,Shibchar,Madaripur,7930,23.35,90.1667,Teletalk,3G/2G,Low,3,2.5
21986,Daulatpur,Manikganj,1860,23.9611,89.8417,Teletalk,3G/2G,Very Low,1,1.5
21987,Ghior,Manikganj,1840,23.8875,89.8375,Teletalk,3G/2G,Very Low,1,1.5
21988,Harirampur,Manikganj,1830,23.7333,89.9667,Teletalk,3G/2G,Low,3,2
21989,Manikganj Sadar,Manikganj,1800,23.85,90.0111,Teletalk,3G/2G,Low,3,2
21990,Saturia,Manikganj,1810,23.5925,90.0231,Teletalk,3G/2G,Low,3,2
21991,Shivalaya,Manikganj,1850,23.8333,89.7917,Teletalk,3G/2G,Very Low,1,1.5
21992,Singair,Munshiganj,1820,23.8167,90.15,Teletalk,3G/2G,Low,3,2
21993,Gazaria,Munshiganj,1510,23.5417,90.6083,Teletalk,3G/2G,Low,3,3
21994,Lauhajong,Munshiganj,1530,23.47,90.35,Teletalk,3G/2G,Very Low,1,1.5
21995,Munshiganj Sadar,Munshiganj,1500,23.4583,90.5417,Teletalk,3G/2G,Low,3,2.5
21996,Sirajdikhan,Munshiganj,1540,23.5667,90.3833,Teletalk,3G/2G,Low,3,2
21997,Sreenagar,Munshiganj,1550,23.5361,90.2917,Teletalk,3G/2G,Low,3,2.5
21998,Tongibari,Munshiganj,1520,23.5,90.4583,Teletalk,3G/2G,Very Low,1,1.5
21999,Araihazar,Narayanganj,1450,23.7917,90.65,Teletalk,3G/2G,Low,3,2
22000,Bandar,Narayanganj,1410,23.6167,90.525,Teletalk,3G/2G,Low,3,2.5
22001,Narayanganj Sadar,Narayanganj,1400,23.6,90.5,Teletalk,3G/2G,Low,3,5
22002,Rupganj,Narayanganj,1460,23.7931,90.5167,Teletalk,3G/2G,Low,3,4
22003,Sonargaon,Narayanganj,1440,23.6583,90.6083,Teletalk,3G/2G,Low,3,2
22004,Belabo,Narshingdi,1640,24.0917,90.85,Teletalk,3G/2G,Very Low,1,1.5
22005,Monohardi,Narshingdi,1650,24.1278,90.7,Teletalk,3G/2G,Low,3,2.5
22006,Narshingdi Sadar,Narshingdi,1600,23.9167,90.725,Teletalk,3G/2G,Low,3,3.5
22007,Palash,Narshingdi,1610,23.95,90.625,Teletalk,3G/2G,Low,3,2.5
22008,Raipura,Narshingdi,1630,23.9667,90.875,Teletalk,3G/2G,Low,3,2
22009,Shibpur,Narshingdi,1620,24.375,90.7375,Teletalk,3G/2G,Very Low,1,1.5
22010,Baliakandi,Rajbari,7730,23.635,89.55,Teletalk,3G/2G,Very Low,1,1
22011,Goalanda,Rajbari,7710,23.7333,89.7611,Teletalk,3G/2G,Low,3,2
22012,Kalukhali,Rajbari,7721,23.68,89.7,Teletalk,3G/2G,Very Low,1,1
22013,Pangsha,Rajbari,7720,23.7917,89.4167,Teletalk,3G/2G,Low,3,2
22014,Rajbari Sadar,Rajbari,7700,23.755,89.65,Teletalk,3G/2G,Low,3,3.5
22015,Bhedarganj,Shariatpur,8030,89.65,90.4417,Teletalk,3G/2G,Very Low,1,1
